Zeit	spH	spO2	NStirrer	sTR	sCO2	sO2	FAirIn	sVR	Zeit_FG	FGlucose	Zeit_FN	Fstickstoff
1900-01-1008:27:11.549000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1008:29:11.558000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1008:31:11.568000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1008:33:11.578000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1008:35:11.587000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1008:37:11.597000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1008:39:11.606000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1008:41:11.616000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1008:43:11.626000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1008:45:11.635000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1008:47:11.645000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1008:49:11.654000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1008:51:11.664000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1008:53:11.674000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1008:55:11.683000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1008:57:11.693000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1008:59:11.702000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1009:01:11.712000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1009:03:11.722000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1009:05:11.731000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1009:07:11.741000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1009:09:11.750000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1009:11:11.760000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1009:13:11.770000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1009:15:11.779000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1009:17:11.789000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1009:19:11.798000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1009:21:11.808000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1009:23:11.818000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1009:25:11.827000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1009:27:11.837000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1009:29:11.846000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1009:31:11.856000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1009:33:11.866000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1009:35:11.875000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1009:37:11.885000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1009:39:11.894000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1009:41:11.904000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1009:43:11.914000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1009:45:11.923000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1009:47:11.933000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1009:49:11.942000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1009:51:11.952000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1009:53:11.962000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1009:55:11.971000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1009:57:11.981000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1009:59:11.990000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1010:01:12	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1010:03:12.010000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1010:05:12.019000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1010:07:12.029000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1010:09:12.038000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1010:11:12.048000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1010:13:12.058000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1010:15:12.067000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1010:17:12.077000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1010:19:12.086000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1010:21:12.096000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1010:23:12.106000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1010:25:12.115000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1010:27:12.125000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1010:29:12.134000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1010:31:12.144000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1010:33:12.154000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1010:35:12.163000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1010:37:12.173000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1010:39:12.182000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1010:41:12.192000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1010:43:12.202000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1010:45:12.211000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1010:47:12.221000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1010:49:12.230000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1010:51:12.240000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1010:53:12.250000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1010:55:12.259000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1010:57:12.269000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1010:59:12.278000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1011:01:12.288000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1011:03:12.298000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1011:05:12.307000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1011:07:12.317000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1011:09:12.326000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1011:11:12.336000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1011:13:12.346000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1011:15:12.355000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1011:17:12.365000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1011:19:12.374000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1011:21:12.384000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1011:23:12.394000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1011:25:12.403000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1011:27:12.413000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1011:29:12.422000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1011:31:12.432000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1011:33:12.442000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1011:35:12.451000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1011:37:12.461000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1011:39:12.470000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1011:41:12.480000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1011:43:12.490000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1011:45:12.499000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1011:47:12.509000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1011:49:12.518000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1011:51:12.528000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1011:53:12.538000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1011:55:12.547000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1011:57:12.557000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1011:59:12.566000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1012:01:12.576000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1012:03:12.586000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1012:05:12.595000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1012:07:12.605000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1012:09:12.614000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1012:11:12.624000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1012:13:12.634000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1012:15:12.643000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1012:17:12.653000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1012:19:12.662000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1012:21:12.672000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1012:23:12.682000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1012:25:12.691000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1012:27:12.701000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1012:29:12.710000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1012:31:12.720000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1012:33:12.730000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1012:35:12.739000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1012:37:12.749000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1012:39:12.758000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1012:41:12.768000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1012:43:12.778000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1012:45:12.787000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1012:47:12.797000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1012:49:12.806000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1012:51:12.816000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1012:53:12.826000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1012:55:12.835000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1012:57:12.845000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1012:59:12.854000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1013:01:12.864000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1013:03:12.874000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1013:05:12.883000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1013:07:12.893000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1013:09:12.902000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1013:11:12.912000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1013:13:12.922000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1013:15:12.931000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1013:17:12.941000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1013:19:12.950000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1013:21:12.960000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1013:23:12.970000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1013:25:12.979000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1013:27:12.989000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1013:29:12.998000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1013:31:13.008000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1013:33:13.018000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1013:35:13.027000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1013:37:13.037000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1013:39:13.046000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1013:41:13.056000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1013:43:13.066000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1013:45:13.075000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1013:47:13.085000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1013:49:13.094000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1013:51:13.104000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1013:53:13.114000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1013:55:13.123000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1013:57:13.133000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1013:59:13.142000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1014:01:13.152000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1014:03:13.162000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1014:05:13.171000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1014:07:13.181000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1014:09:13.190000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1014:11:13.200000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1014:13:13.210000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1014:15:13.219000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1014:17:13.229000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1014:19:13.238000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1014:21:13.248000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1014:23:13.258000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1014:25:13.267000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1014:27:13.277000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1014:29:13.286000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1014:31:13.296000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1014:33:13.306000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1014:35:13.315000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1014:37:13.325000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1014:39:13.334000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1014:41:13.344000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1014:43:13.354000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1014:45:13.363000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1014:47:13.373000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1014:49:13.382000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1014:51:13.392000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1014:53:13.402000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1014:55:13.411000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1014:57:13.421000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1014:59:13.430000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1015:01:13.440000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1015:03:13.450000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1015:05:13.459000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1015:07:13.469000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1015:09:13.478000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1015:11:13.488000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1015:13:13.498000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1015:15:13.507000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1015:17:13.517000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1015:19:13.526000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1015:21:13.536000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1015:23:13.546000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1015:25:13.555000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1015:27:13.565000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1015:29:13.574000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1015:31:13.584000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1015:33:13.594000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1015:35:13.603000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1015:37:13.613000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1015:39:13.622000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1015:41:13.632000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1015:43:13.642000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1015:45:13.651000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1015:47:13.661000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1015:49:13.670000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1015:51:13.680000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1015:53:13.690000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1015:55:13.699000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1015:57:13.709000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1015:59:13.718000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1016:01:13.728000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1016:03:13.738000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1016:05:13.747000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1016:07:13.757000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1016:09:13.766000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1016:11:13.776000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1016:13:13.786000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1016:15:13.795000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1016:17:13.805000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1016:19:13.814000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1016:21:13.824000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1016:23:13.834000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1016:25:13.843000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1016:27:13.853000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1016:29:13.862000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1016:31:13.872000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1016:33:13.882000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1016:35:13.891000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1016:37:13.901000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1016:39:13.910000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
1900-01-1016:41:13.920000	6.2	nan	nan	31.0	nan	nan	nan	7.3	NaT	nan	NaT	nan
