Zeit	spH	spO2	NStirrer	sTR	sCO2	sO2	FAirIn	sVR	Zeit_FG	FGlucose	Zeit_FN	Fstickstoff
1900-01-2913:41:24.374000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2913:43:24.384000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2913:45:24.394000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2913:47:24.403000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2913:49:24.413000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2913:51:24.422000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2913:53:24.432000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2913:55:24.442000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2913:57:24.451000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2913:59:24.461000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2914:01:24.470000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2914:03:24.480000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2914:05:24.490000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2914:07:24.499000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2914:09:24.509000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2914:11:24.518000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2914:13:24.528000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2914:15:24.538000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2914:17:24.547000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2914:19:24.557000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2914:21:24.566000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2914:23:24.576000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2914:25:24.586000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2914:27:24.595000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2914:29:24.605000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2914:31:24.614000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2914:33:24.624000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2914:35:24.634000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2914:37:24.643000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2914:39:24.653000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2914:41:24.662000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2914:43:24.672000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2914:45:24.682000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2914:47:24.691000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2914:49:24.701000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2914:51:24.710000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2914:53:24.720000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2914:55:24.730000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2914:57:24.739000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2914:59:24.749000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2915:01:24.758000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2915:03:24.768000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2915:05:24.778000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2915:07:24.787000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2915:09:24.797000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2915:11:24.806000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2915:13:24.816000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2915:15:24.826000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2915:17:24.835000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2915:19:24.845000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2915:21:24.854000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2915:23:24.864000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2915:25:24.874000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2915:27:24.883000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2915:29:24.893000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2915:31:24.902000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2915:33:24.912000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2915:35:24.922000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2915:37:24.931000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2915:39:24.941000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2915:41:24.950000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2915:43:24.960000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2915:45:24.970000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2915:47:24.979000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2915:49:24.989000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2915:51:24.998000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2915:53:25.008000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2915:55:25.018000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2915:57:25.027000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2915:59:25.037000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2916:01:25.046000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2916:03:25.056000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2916:05:25.066000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2916:07:25.075000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2916:09:25.085000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2916:11:25.094000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2916:13:25.104000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2916:15:25.114000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2916:17:25.123000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2916:19:25.133000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2916:21:25.142000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2916:23:25.152000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2916:25:25.162000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2916:27:25.171000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2916:29:25.181000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2916:31:25.190000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2916:33:25.200000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2916:35:25.210000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2916:37:25.219000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2916:39:25.229000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2916:41:25.238000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2916:43:25.248000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2916:45:25.258000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2916:47:25.267000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2916:49:25.277000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2916:51:25.286000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2916:53:25.296000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2916:55:25.306000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2916:57:25.315000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2916:59:25.325000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2917:01:25.334000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2917:03:25.344000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2917:05:25.354000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2917:07:25.363000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2917:09:25.373000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2917:11:25.382000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2917:13:25.392000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2917:15:25.402000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2917:17:25.411000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2917:19:25.421000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2917:21:25.430000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2917:23:25.440000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2917:25:25.450000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2917:27:25.459000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2917:29:25.469000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2917:31:25.478000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2917:33:25.488000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2917:35:25.498000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2917:37:25.507000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2917:39:25.517000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2917:41:25.526000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2917:43:25.536000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2917:45:25.546000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2917:47:25.555000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2917:49:25.565000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2917:51:25.574000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2917:53:25.584000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2917:55:25.594000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2917:57:25.603000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2917:59:25.613000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2918:01:25.622000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2918:03:25.632000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2918:05:25.642000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2918:07:25.651000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2918:09:25.661000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2918:11:25.670000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2918:13:25.680000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2918:15:25.690000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2918:17:25.699000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2918:19:25.709000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2918:21:25.718000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2918:23:25.728000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2918:25:25.738000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2918:27:25.747000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2918:29:25.757000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2918:31:25.766000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2918:33:25.776000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2918:35:25.786000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2918:37:25.795000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2918:39:25.805000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2918:41:25.814000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2918:43:25.824000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2918:45:25.834000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2918:47:25.843000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2918:49:25.853000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2918:51:25.862000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2918:53:25.872000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2918:55:25.882000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2918:57:25.891000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2918:59:25.901000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2919:01:25.910000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2919:03:25.920000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2919:05:25.930000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2919:07:25.939000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2919:09:25.949000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2919:11:25.958000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2919:13:25.968000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2919:15:25.978000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2919:17:25.987000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2919:19:25.997000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2919:21:26.006000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2919:23:26.016000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2919:25:26.026000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2919:27:26.035000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2919:29:26.045000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2919:31:26.054000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2919:33:26.064000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2919:35:26.074000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2919:37:26.083000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2919:39:26.093000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2919:41:26.102000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2919:43:26.112000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2919:45:26.122000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2919:47:26.131000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2919:49:26.141000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2919:51:26.150000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2919:53:26.160000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2919:55:26.170000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2919:57:26.179000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2919:59:26.189000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2920:01:26.198000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2920:03:26.208000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2920:05:26.218000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2920:07:26.227000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2920:09:26.237000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2920:11:26.246000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2920:13:26.256000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2920:15:26.266000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2920:17:26.275000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2920:19:26.285000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2920:21:26.294000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2920:23:26.304000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2920:25:26.314000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2920:27:26.323000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2920:29:26.333000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2920:31:26.342000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2920:33:26.352000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2920:35:26.362000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2920:37:26.371000	6.7	nan	nan	31.2	nan	nan	nan	10.0	NaT	nan	NaT	nan
1900-01-2920:39:26.381000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2920:41:26.390000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2920:43:26.400000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2920:45:26.410000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2920:47:26.419000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2920:49:26.429000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2920:51:26.438000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2920:53:26.448000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2920:55:26.458000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2920:57:26.467000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2920:59:26.477000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2921:01:26.486000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2921:03:26.496000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2921:05:26.506000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2921:07:26.515000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2921:09:26.525000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2921:11:26.534000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2921:13:26.544000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2921:15:26.554000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2921:17:26.563000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2921:19:26.573000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2921:21:26.582000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2921:23:26.592000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2921:25:26.602000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2921:27:26.611000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2921:29:26.621000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2921:31:26.630000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2921:33:26.640000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2921:35:26.650000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2921:37:26.659000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2921:39:26.669000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2921:41:26.678000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2921:43:26.688000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2921:45:26.698000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2921:47:26.707000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2921:49:26.717000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2921:51:26.726000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2921:53:26.736000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
1900-01-2921:55:26.746000	6.7	nan	nan	31.2	nan	nan	nan	10.1	NaT	nan	NaT	nan
